"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
215,"SBV4200",1,1,2023,"HØST",1678,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","3","MAT1005","Matematikk 2P-Y","",NA,"","","","40,8","","4",0,100,"M",27,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1679,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","D030","Tegning/form/farge","FO","Formgivingsfag","5","VG1300","Matematikk 1MA-A (med modul 2A)(elever)","",NA,"","","","48,4","","3,88",0,63,"K",40,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1680,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","0","","","",NA,"","","","38,9","","4",0,100,"M",33,NA,1,"BACBVPHIØ","Bachelor i barnevern (HIØ)"
215,"SBV4200",1,1,2023,"HØST",1681,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","MKMED3","Studieforberedende vg3 innen medier og kommunikasjon","MK","Medier og kommunikasjon (yrkesfaglig)","3","MAT1003","Matematikk praktisk, Vg2 studieforberedende utdanningsprogram","",NA,"","","","48,4","","4",0,50,"K",33,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1683,"MSBD","Masterstudium i sosialfag - studieretning barnevern, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2","MAT1015","Matematikk 2P","",NA,"","","32,5","32","36,5","1",0,0,"K",28,NA,1,"BACHBV","BACHELOR I BARNEVERN (UIT)"
215,"SBV4200",1,1,2023,"HØST",1700,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","4","MAT1005","Matematikk 2P-Y","",NA,"","","","45,7","","3",0,0,"K",22,NA,1,"BACHEL","Bachelor i barnevern  (USN)"
215,"SBV4200",1,1,2023,"HØST",1701,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","4","MAT1005","Matematikk 2P-Y","",NA,"","","39,6","39,6","39,6","3",0,0,"K",28,NA,1,"VERB","Bachelorstudium i vernepleie"
215,"SBV4200",1,1,2023,"HØST",1702,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","2",0,0,"M",28,NA,1,"BACHBV","BACHELOR I BARNEVERN (UIT)"
215,"SBV4200",1,1,2023,"HØST",1703,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,5","MAT1015","Matematikk 2P","",NA,"","","43,3","43,3","51,3","3",0,0,"K",22,NA,1,"B-BARNEV","Bachelor i barnevern (UIS)"
215,"SBV4200",1,1,2023,"HØST",1704,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","3,5","MAT1015","Matematikk 2P","",NA,"","","42,8","42,8","52,8","3",0,0,"K",29,NA,1,"BACHSOS","Bachelor i sosialt arbeid (VID)"
215,"SBV4200",1,1,2023,"HØST",1705,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","3","MAT1003","Matematikk praktisk, Vg2 studieforberedende utdanningsprogram","",NA,"","","40,4","40,4","50,4","5",0,100,"K",31,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1706,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","3,5","MAT1005","Matematikk 2P-Y","",NA,"","","","43,3","","3",0,0,"K",22,NA,1,"BSAB","Bachelor i sosialt arbeid (HVL)"
215,"SBV4200",1,1,2023,"HØST",1707,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","",NA,NA,"M",36,NA,1,"SOSIONOM","Bachelor i sosialt arbeid (NORD)"
215,"SBV4200",1,1,2023,"HØST",1709,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","5",0,100,"K",23,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1710,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2","REA3026","Matematikk S1","",NA,"","","","44,3","","4",0,100,"K",22,NA,1,"ADML","Bachelorstudium i administrasjon og ledelse i offentlig virksomhet"
215,"SBV4200",1,1,2023,"HØST",1711,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","3,5","MAT1015","Matematikk 2P","",NA,"","","","48,1","","5",0,100,"K",22,NA,1,"BACHSOSARB","Bachelor i sosialt arbeid (HINN)"
215,"SBV4200",1,1,2023,"HØST",1712,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","5",0,100,"K",25,NA,1,"BACHBARN","Bachelor i barnevern (HINN)"
215,"SBV4200",1,1,2023,"HØST",1713,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","PBPBY3","Vg3 påbygging til generell studiekompetanse for yrkesfaglige utdanningsprogram","","","3","MAT1005","Matematikk 2P-Y","",NA,"","","36,7","36,7","36,7","4",0,100,"K",27,NA,0,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1714,"MSBAH","Masterstudium i sosialfag - studieretning barnevernsarbeid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","2,5","MAT1015","Matematikk 2P","",NA,"","","","42,3","","2",0,0,"K",22,NA,1,"BACHEL","Bachelor i barnevern  (USN)"
215,"SBV4200",1,1,2023,"HØST",1715,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","3",0,0,"M",26,NA,1,"BACHBARN","Bachelor i barnevern (HINN)"
215,"SBV4200",1,1,2023,"HØST",1716,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,5","MAT1015","Matematikk 2P","",NA,"","","45","45","45","4",0,100,"K",25,NA,1,"B-SOSARB","Bachelor i sosialt arbeid (UIS)"
215,"SBV4200",1,1,2023,"HØST",1717,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","3",0,0,"K",49,NA,1,"BACBVPHIØ","Bachelor i barnevern (HIØ)"
215,"SBV4200",1,1,2023,"HØST",1718,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","1",0,0,"K",25,NA,1,"BACSOFAG","Bachelor i sosialt arbeid (UIA)"
215,"SBV4200",1,1,2023,"HØST",1719,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,5","MAT1015","Matematikk 2P","",NA,"","","47,8","47,8","47,8","5",0,100,"K",24,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1720,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","1",0,0,"K",25,NA,1,"HSBAVE","Bachelor i vernepleie (NTNU)"
215,"SBV4200",1,1,2023,"HØST",1721,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","","","","","","","","",NA,"","","","","","3",0,0,"K",49,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1722,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","4,5","MAT1015","Matematikk 2P","",NA,"","","47,4","46,9","47,4","3",0,0,"K",23,NA,1,"SOSH","Bachelorstudium i sosialt arbeid"
215,"SBV4200",1,1,2023,"HØST",1723,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","STSSA3","Språk, samfunnsfag og økonomi vg3","ST","Studiespesialisering","3","MAT1015","Matematikk 2P","",NA,"","","","38,4","","2",0,0,"K",25,NA,1,"BVPBV","Bachelor i sosialt arbeid - barnevernspedagog (HVO)"
215,"SBV4200",1,1,2023,"HØST",1724,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","A010","Allmennfaglig påbygging","AA","Allmenne, økonomiske og administrative fag","4,5","VG1333","Matematikk 1Y (ny plan)","5",NA,"","","","44,2","","4",0,100,"K",36,NA,1,"BVUH","Bachelorstudium i barnevern"
215,"SBV4200",1,1,2023,"HØST",1725,"MSBAD","Masterstudium i sosialfag - studieretning barnevernsarbeid, deltid",2023,"HØST","Pilestredet","STREA3","Realfag vg3","ST","Studiespesialisering","3,7","REA3024","Matematikk R2","",NA,"","","51,7","49,2","59,7","3",0,0,"K",32,NA,1,"BACBVPHIØ","Bachelor i barnevern (HIØ)"
